Id,SalePrice
1461,126657.87481675342
1462,158502.11588125324
1463,182472.6563358117
1464,182640.14016976848
1465,171828.70016789722
1466,169223.08543988597
1467,159409.41243311725
1468,160105.9842790727
1469,160449.5195856886
1470,130646.77828681825
1471,174921.27156152937
1472,106242.20095809356
1473,117035.58661148003
1474,155203.0540245783
1475,117089.80778637898
1476,310850.2443181101
1477,304554.16365907085
1478,308615.3563176087
1479,307367.4678215776
1480,310850.2443181101
1481,310850.2443181101
1482,176787.200238303
1483,173651.59771327194
1484,165525.54371327654
1485,149137.45859400378
1486,218770.89252574442
1487,310850.2443181101
1488,305889.79474905715
1489,180977.1219051104
1490,210216.19013958587
1491,218151.60045889622
1492,125073.89973364028
1493,175640.6623963545
1494,309743.29565215396
1495,310161.2018678074
1496,217456.69250566984
1497,218282.98140360738
1498,144805.60639282677
1499,144879.76282048633
1500,145497.81054656513
1501,205405.193711114
1502,144946.7123991091
1503,298026.99239216594
1504,221528.62102960233
1505,219945.64226094575
1506,188052.59257766773
1507,185416.37783889874
1508,188822.06650144723
1509,168277.24444889347
1510,159563.76341728808
1511,159194.6807960689
1512,188355.81892411926
1513,176544.82755690973
1514,165430.19213401823
1515,224585.28592715043
1516,174255.50401536011
1517,141211.05810788428
1518,179374.2359840886
1519,215144.5340215374
1520,149418.76421024682
1521,158111.10809985505
1522,164620.01500055043
1523,110688.21474843741
1524,120903.08003986762
1525,121017.56176861598
1526,113539.10460370842
1527,127111.08395356036
1528,108245.59436073576
1529,158265.9847898157
1530,162340.20214230072
1531,162602.14714726392
1532,111951.13521935008
1533,159947.82035974608
1534,109160.89079068087
1535,162619.29131636812
1536,129402.42617643758
1537,126789.07495997997
1538,207749.11315237678
1539,223888.87776032794
1540,164787.75792548238
1541,167179.5812324505
1542,161123.51639310044
1543,168795.24206740304
1544,106639.1864971174
1545,106643.32248237822
1546,127941.5200903154
1547,147603.6226095724
1548,138349.4155704351
1549,128627.84238095762
1550,174534.96777310775
1551,143675.94601993656
1552,177902.68378184797
1553,205086.87032729268
1554,108748.5510932176
1555,163949.81210923175
1556,106569.16605471865
1557,169240.06993843275
1558,106242.20095809356
1559,162778.60562086105
1560,165866.37688544608
1561,221181.8500847363
1562,125868.58944701965
1563,109357.00540708785
1564,161959.9725840685
1565,165162.36733034588
1566,221791.697526647
1567,126789.07495997997
1568,190659.70665985064
1569,181337.08984620214
1570,126407.46812463309
1571,158354.5727732364
1572,157446.54065862493
1573,220024.873013953
1574,159829.01480619083
1575,207770.42761968597
1576,231848.51970740667
1577,170621.07427011066
1578,166180.5785296972
1579,129437.14459803226
1580,183165.34831150368
1581,139785.19948488605
1582,129238.80121383748
1583,310850.2443181101
1584,227552.11007239373
1585,143068.31185171066
1586,106242.20095809356
1587,116703.71388756597
1588,157577.80968780565
1589,127694.80854783641
1590,131205.2968428708
1591,111936.40898910358
1592,150958.5004603645
1593,126999.28612947927
1594,163323.03917166896
1595,161043.7600210205
1596,222719.22574065236
1597,178809.88014473655
1598,182457.97524733332
1599,144784.6374383817
1600,168764.38913193863
1601,106242.20095809356
1602,124178.53142383674
1603,131658.57043760363
1604,230522.84376709448
1605,304595.0238968021
1606,159948.98357349314
1607,183103.64342208282
1608,284171.75206652586
1609,170476.1908555131
1610,159202.48596607576
1611,148952.84318347578
1612,182691.3286306306
1613,160575.8001948892
1614,113394.8608569462
1615,106448.5852119763
1616,106448.5852119763
1617,106563.49683903836
1618,119417.3883725464
1619,128632.14053881138
1620,180889.13766272878
1621,129912.72932994578
1622,158101.10177580258
1623,226466.77805632653
1624,228262.8590676088
1625,126560.66581268539
1626,180296.07641903276
1627,181433.1695026907
1628,297845.71364476136
1629,167752.36130321657
1630,233930.46858821236
1631,182394.32113866686
1632,231196.34645227098
1633,148132.55390906348
1634,213474.93679821253
1635,168706.73238970785
1636,158390.943158335
1637,181059.3394904107
1638,185994.19832872174
1639,185633.88234505212
1640,174283.19762814694
1641,185070.92900398595
1642,220529.55391623155
1643,227214.21307060876
1644,220852.41859573722
1645,185953.12977233488
1646,152147.2631858396
1647,158259.6741291543
1648,158485.23018220923
1649,132808.36704184677
1650,128832.78611638531
1651,128667.91991686948
1652,106407.06715760942
1653,111200.04652396929
1654,166974.98011819745
1655,143616.72741571607
1656,154267.19811626215
1657,162039.83434431782
1658,192594.8372793263
1659,118632.67404073956
1660,147829.09480186118
1661,310850.2443181101
1662,310161.2018678074
1663,310850.2443181101
1664,310850.2443181101
1665,308615.3563176087
1666,308615.3563176087
1667,301059.9134005659
1668,308615.3563176087
1669,303270.4847402616
1670,308615.3563176087
1671,231189.1718068842
1672,310850.2443181101
1673,309743.29565215396
1674,305889.79474905715
1675,175810.5915912489
1676,172854.900372861
1677,175440.32554564436
1678,310850.2443181101
1679,309980.6270677898
1680,230835.6031967743
1681,209507.67398151386
1682,308615.3563176087
1683,177393.37526749936
1684,194126.84351783613
1685,206785.91371502876
1686,170476.1908555131
1687,149063.3021663442
1688,214044.11670650466
1689,213014.7876554155
1690,207248.92286973022
1691,146679.79966102281
1692,297544.9683054756
1693,149063.3021663442
1694,166936.49697913908
1695,157922.86546758385
1696,300707.51067169046
1697,157791.5964384031
1698,310850.2443181101
1699,310850.2443181101
1700,232693.43559160674
1701,233205.20827936722
1702,308615.3563176087
1703,308132.8368746006
1704,308615.3563176087
1705,208166.69077245967
1706,310850.2443181101
1707,208820.09679090057
1708,177440.60625674383
1709,303270.4847402616
1710,221519.99891546264
1711,304595.0238968021
1712,231059.6421952448
1713,308132.8368746006
1714,223346.11594915518
1715,219592.56021643284
1716,168827.04374989495
1717,162369.2288981068
1718,152712.29286690583
1719,219170.3937486651
1720,303270.4847402616
1721,159348.11531262644
1722,143532.89911123473
1723,150776.5130776065
1724,298026.99239216594
1725,225172.01436084902
1726,219857.67296413568
1727,174634.53613642947
1728,210261.73122346454
1729,138062.52775064018
1730,178876.4807751053
1731,130985.78628440425
1732,128832.78611638531
1733,126154.65071523322
1734,129517.92728227672
1735,134017.4133649488
1736,111158.47457896873
1737,310850.2443181101
1738,218096.60257208982
1739,309961.17370381963
1740,231189.1718068842
1741,166842.75919913477
1742,205405.193711114
1743,191075.84932031712
1744,230174.69978159637
1745,229365.03372540165
1746,222586.86610765237
1747,187415.59226900068
1748,185794.85296042278
1749,161541.37624667145
1750,157212.27602866213
1751,184922.68603531545
1752,120495.95986792717
1753,165406.88761181902
1754,187694.6029259869
1755,161139.1680271389
